agent,contrainte,jour,value,poids
2,12,53,0,180
2,12,54,0,180
2,12,55,0,180
2,12,56,0,180
2,12,57,0,180
2,12,58,0,180
2,12,59,0,180
2,12,60,0,180
2,12,61,0,180
2,12,62,0,180
2,12,63,0,180
2,12,64,0,180
2,12,65,0,180
2,12,66,0,180
2,12,67,0,180
2,12,68,0,180
2,12,69,0,180
2,12,70,0,180
2,12,71,0,180
2,12,72,0,180
2,12,73,0,180
2,12,74,0,180
2,12,75,0,180
2,12,76,0,180
2,12,77,0,180
2,12,78,0,180
2,12,79,0,180
2,12,80,0,180
2,12,81,0,180
2,12,82,0,180
2,12,83,0,180
2,12,84,0,180
2,13,1,0,200
2,13,2,0,200
2,13,3,0,200
2,13,4,0,200
2,13,5,0,200
2,13,6,0,200
2,13,7,0,200
2,13,8,0,200
2,13,9,0,200
2,13,10,0,200
2,13,11,0,200
2,13,12,0,200
2,13,13,0,200
2,13,14,0,200
2,13,15,0,200
2,13,16,0,200
2,13,17,0,200
2,13,18,0,200
2,13,19,0,200
2,13,20,0,200
2,13,21,0,200
2,13,22,0,200
2,13,23,0,200
2,13,24,0,200
2,13,25,0,200
2,13,26,0,200
2,13,27,0,200
2,13,28,0,200
2,13,29,0,200
2,13,30,0,200
2,13,31,0,200
2,13,32,0,200
2,13,33,0,200
2,13,34,0,200
2,13,35,0,200
2,13,36,0,200
2,13,37,0,200
2,13,38,0,200
2,13,39,0,200
2,13,40,0,200
2,13,41,0,200
2,13,42,0,200
2,13,43,0,200
2,13,44,0,200
2,13,45,0,200
2,13,46,0,200
2,13,47,0,200
2,13,48,0,200
2,13,49,0,200
2,13,50,0,200
2,13,51,0,200
2,13,52,0,200
2,13,53,0,200
2,13,54,0,200
2,13,55,0,200
2,13,56,0,200
2,13,57,0,200
2,13,58,0,200
2,13,59,0,200
2,13,60,0,200
2,13,61,0,200
2,13,62,0,200
2,13,63,0,200
2,13,64,0,200
2,13,65,0,200
2,13,66,0,200
2,13,67,0,200
2,13,68,0,200
2,13,69,0,200
2,13,70,0,200
2,13,71,0,200
2,13,72,0,200
2,13,73,0,200
2,13,74,0,200
2,13,75,0,200
2,13,76,0,200
2,13,77,0,200
2,13,78,0,200
2,13,79,0,200
2,13,80,0,200
2,13,81,0,200
2,13,82,0,200
2,13,83,0,200
2,13,84,0,200
2,14,1,0,200
2,14,2,0,200
2,14,3,0,200
2,14,4,0,200
2,14,5,0,200
2,14,6,0,200
2,14,7,0,200
2,14,8,0,200
2,14,9,0,200
2,14,10,0,200
2,14,11,0,200
2,14,12,0,200
2,14,13,0,200
2,14,14,0,200
2,14,15,0,200
2,14,16,0,200
2,14,17,0,200
2,14,18,0,200
2,14,19,0,200
2,14,20,0,200
2,14,21,0,200
2,14,22,0,200
2,14,23,0,200
2,14,24,0,200
2,14,25,0,200
2,14,26,0,200
2,14,27,0,200
2,14,28,0,200
2,14,29,0,200
2,14,30,0,200
2,14,31,0,200
2,14,32,0,200
2,14,33,0,200
2,14,34,0,200
2,14,35,0,200
2,14,36,0,200
2,14,37,0,200
2,14,38,0,200
2,14,39,0,200
2,14,40,0,200
2,14,41,0,200
2,14,42,0,200
2,14,43,0,200
2,14,44,0,200
2,14,45,0,200
2,14,46,0,200
2,14,47,0,200
2,14,48,0,200
2,14,49,0,200
2,14,50,0,200
2,14,51,0,200
2,14,52,0,200
2,14,53,0,200
2,14,54,0,200
2,14,55,0,200
2,14,56,0,200
2,14,57,0,200
2,14,58,0,200
2,14,59,0,200
2,14,60,0,200
2,14,61,0,200
2,14,62,0,200
2,14,63,0,200
2,14,64,0,200
2,14,65,0,200
2,14,66,0,200
2,14,67,0,200
2,14,68,0,200
2,14,69,0,200
2,14,70,0,200
2,14,71,0,200
2,14,72,0,200
2,14,73,0,200
2,14,74,0,200
2,14,75,0,200
2,14,76,0,200
2,14,77,0,200
2,14,78,0,200
2,14,79,0,200
2,14,80,0,200
2,14,81,0,200
2,14,82,0,200
2,14,83,0,200
2,14,84,0,200
2,15,1,0,190
2,15,2,0,190
2,15,3,0,190
2,15,4,0,190
2,15,5,0,190
2,15,6,0,190
2,15,7,0,190
2,15,8,0,190
2,15,9,0,190
2,15,10,0,190
2,15,11,0,190
2,15,12,0,190
2,15,13,0,190
2,15,14,0,190
2,15,15,1,190
2,15,16,1,190
2,15,17,0,190
2,15,18,0,190
2,15,19,0,190
2,15,20,0,190
2,15,21,0,190
2,15,22,0,190
2,15,23,0,190
2,15,24,0,190
2,15,25,0,190
2,15,26,0,190
2,15,27,0,190
2,15,28,0,190
2,15,29,0,190
2,15,30,0,190
2,15,31,1,190
2,15,32,0,190
2,15,33,0,190
2,15,34,1,190
2,15,35,0,190
2,15,36,0,190
2,15,37,0,190
2,15,38,0,190
2,15,39,0,190
2,15,40,0,190
2,15,41,0,190
2,15,42,0,190
2,15,43,0,190
2,15,44,0,190
2,15,45,0,190
2,15,46,0,190
2,15,47,0,190
2,15,48,0,190
2,15,49,0,190
2,15,50,0,190
2,15,51,0,190
2,15,52,0,190
2,15,53,0,190
2,15,54,0,190
2,15,55,0,190
2,15,56,0,190
2,15,57,0,190
2,15,58,0,190
2,15,59,0,190
2,15,60,0,190
2,15,61,0,190
2,15,62,0,190
2,15,63,0,190
2,15,64,0,190
2,15,65,0,190
2,15,66,0,190
2,15,67,0,190
2,15,68,0,190
2,15,69,0,190
2,15,70,0,190
2,15,71,0,190
2,15,72,0,190
2,15,73,0,190
2,15,74,0,190
2,15,75,0,190
2,15,76,0,190
2,15,77,0,190
2,15,78,0,190
2,15,79,0,190
2,15,80,0,190
2,15,81,0,190
2,15,82,0,190
2,15,83,0,190
2,15,84,0,190
2,20,1,0,40
2,20,2,0,40
2,20,3,0,40
2,20,4,0,40
2,20,5,0,40
2,20,6,1,40
2,20,7,0,40
2,20,8,0,40
2,20,9,0,40
2,20,10,0,40
2,20,11,0,40
2,20,12,1,40
2,20,13,0,40
2,20,14,0,40
2,20,15,0,40
2,20,16,0,40
2,20,17,0,40
2,20,18,0,40
2,20,19,0,40
2,20,20,0,40
2,20,21,0,40
2,20,22,0,40
2,20,23,0,40
2,20,24,0,40
2,20,25,0,40
2,20,26,0,40
2,20,27,0,40
2,20,28,0,40
2,20,29,0,40
2,20,30,0,40
2,20,31,0,40
2,20,32,0,40
2,20,33,0,40
2,20,34,0,40
2,20,35,0,40
2,20,36,0,40
2,20,37,0,40
2,20,38,0,40
2,20,39,0,40
2,20,40,0,40
2,20,41,0,40
2,20,42,0,40
2,20,43,0,40
2,20,44,0,40
2,20,45,0,40
2,20,46,0,40
2,20,47,0,40
2,20,48,0,40
2,20,49,0,40
2,20,50,0,40
2,20,51,0,40
2,20,52,0,40
2,20,53,0,40
2,20,54,0,40
2,20,55,0,40
2,20,56,0,40
2,20,57,0,40
2,20,58,0,40
2,20,59,0,40
2,20,60,0,40
2,20,61,0,40
2,20,62,0,40
2,20,63,1,40
2,20,64,0,40
2,20,65,0,40
2,20,66,0,40
2,20,67,0,40
2,20,68,0,40
2,20,69,0,40
2,20,70,0,40
2,20,71,0,40
2,20,72,0,40
2,20,73,0,40
2,20,74,0,40
2,20,75,0,40
2,20,76,0,40
2,20,77,0,40
2,20,78,0,40
2,20,79,0,40
2,20,80,0,40
2,20,81,0,40
2,20,82,0,40
2,20,83,0,40
2,20,84,0,40
2,21,1,0,40
2,21,2,0,40
2,21,3,0,40
2,21,4,0,40
2,21,5,0,40
2,21,6,0,40
2,21,7,0,40
2,21,8,0,40
2,21,9,0,40
2,21,10,0,40
2,21,11,0,40
2,21,12,0,40
2,21,13,0,40
2,21,14,0,40
2,21,15,0,40
2,21,16,0,40
2,21,17,0,40
2,21,18,0,40
2,21,19,0,40
2,21,20,0,40
2,21,21,0,40
2,21,22,0,40
2,21,23,0,40
2,21,24,0,40
2,21,25,0,40
2,21,26,0,40
2,21,27,0,40
2,21,28,0,40
2,21,29,0,40
2,21,30,0,40
2,21,31,0,40
2,21,32,0,40
2,21,33,0,40
2,21,34,0,40
2,21,35,0,40
2,21,36,0,40
2,21,37,0,40
2,21,38,0,40
2,21,39,1,40
2,21,40,0,40
2,21,41,0,40
2,21,42,0,40
2,21,43,0,40
2,21,44,0,40
2,21,45,0,40
2,21,46,0,40
2,21,47,0,40
2,21,48,0,40
2,21,49,0,40
2,21,50,0,40
2,21,51,0,40
2,21,52,0,40
2,21,53,0,40
2,21,54,0,40
2,21,55,0,40
2,21,56,0,40
2,21,57,0,40
2,21,58,0,40
2,21,59,0,40
2,21,60,0,40
2,21,61,0,40
2,21,62,0,40
2,21,63,0,40
2,21,64,0,40
2,21,65,0,40
2,21,66,0,40
2,21,67,0,40
2,21,68,0,40
2,21,69,0,40
2,21,70,1,40
2,21,71,0,40
2,21,72,0,40
2,21,73,0,40
2,21,74,0,40
2,21,75,0,40
2,21,76,0,40
2,21,77,1,40
2,21,78,0,40
2,21,79,0,40
2,21,80,0,40
2,21,81,0,40
2,21,82,0,40
2,21,83,0,40
2,21,84,1,40
3,1,1,0,130
3,1,2,0,130
3,1,3,0,130
3,1,4,0,130
3,1,5,0,130
3,1,6,0,130
3,1,7,0,130
3,1,8,0,130
3,1,9,0,130
3,1,10,0,130
3,1,11,0,130
3,1,12,0,130
3,1,13,0,130
3,1,14,0,130
3,1,15,0,130
3,1,16,0,130
3,1,17,0,130
3,1,18,0,130
3,1,19,0,130
3,1,20,0,130
3,1,21,0,130
3,1,22,0,130
3,1,23,0,130
3,1,24,0,130
3,1,25,0,130
3,1,26,0,130
3,1,27,0,130
3,1,28,0,130
3,1,29,0,130
3,1,30,0,130
3,1,31,0,130
3,1,32,0,130
3,1,33,0,130
3,1,34,0,130
3,1,35,0,130
3,1,36,0,130
3,1,37,0,130
3,1,38,0,130
3,1,39,1,130
3,1,40,0,130
3,1,41,0,130
3,1,42,0,130
3,1,43,0,130
3,1,44,0,130
3,1,45,0,130
3,1,46,0,130
3,1,47,0,130
3,1,48,0,130
3,1,49,0,130
3,1,50,0,130
3,1,51,0,130
3,1,52,0,130
3,1,53,0,130
3,1,54,0,130
3,1,55,0,130
3,1,56,0,130
3,1,57,0,130
3,1,58,0,130
3,1,59,0,130
3,1,60,0,130
3,1,61,0,130
3,1,62,0,130
3,1,63,0,130
3,1,64,0,130
3,1,65,0,130
3,1,66,0,130
3,1,67,0,130
3,1,68,0,130
3,1,69,0,130
3,1,70,0,130
3,1,71,0,130
3,1,72,0,130
3,1,73,0,130
3,1,74,0,130
3,1,75,0,130
3,1,76,0,130
3,1,77,0,130
3,1,78,0,130
3,1,79,0,130
3,1,80,0,130
3,1,81,0,130
3,1,82,0,130
3,1,83,0,130
3,1,84,0,130
3,2,1,0,130
3,2,2,1,130
3,2,3,0,130
3,2,4,0,130
3,2,5,0,130
3,2,6,0,130
3,2,7,0,130
3,2,8,0,130
3,2,9,0,130
3,2,10,0,130
3,2,11,0,130
3,2,12,0,130
3,2,13,0,130
3,2,14,0,130
3,2,15,0,130
3,2,16,0,130
3,2,17,0,130
3,2,18,0,130
3,2,19,1,130
3,2,20,0,130
3,2,21,0,130
3,2,22,0,130
3,2,23,0,130
3,2,24,0,130
3,2,25,0,130
3,2,26,0,130
3,2,27,0,130
3,2,28,0,130
3,2,29,0,130
3,2,30,0,130
3,2,31,0,130
3,2,32,0,130
3,2,33,0,130
3,2,34,0,130
3,2,35,0,130
3,2,36,0,130
3,2,37,0,130
3,2,38,0,130
3,2,39,0,130
3,2,40,0,130
3,2,41,0,130
3,2,42,0,130
3,2,43,0,130
3,2,44,0,130
3,2,45,0,130
3,2,46,0,130
3,2,47,0,130
3,2,48,0,130
3,2,49,0,130
3,2,50,0,130
3,2,51,0,130
3,2,52,0,130
3,2,53,0,130
3,2,54,0,130
3,2,55,0,130
3,2,56,0,130
3,2,57,0,130
3,2,58,0,130
3,2,59,0,130
3,2,60,0,130
3,2,61,0,130
3,2,62,1,130
3,2,63,0,130
3,2,64,0,130
3,2,65,1,130
3,2,66,0,130
3,2,67,0,130
3,2,68,0,130
3,2,69,0,130
3,2,70,0,130
3,2,71,0,130
3,2,72,1,130
3,2,73,0,130
3,2,74,0,130
3,2,75,0,130
3,2,76,0,130
3,2,77,1,130
3,2,78,0,130
3,2,79,0,130
3,2,80,0,130
3,2,81,0,130
3,2,82,0,130
3,2,83,0,130
3,2,84,0,130
3,3,1,0,200
3,3,2,0,200
3,3,3,0,200
3,3,4,0,200
3,3,5,0,200
3,3,6,0,200
3,3,7,0,200
3,3,8,0,200
3,3,9,0,200
3,3,10,0,200
3,3,11,0,200
3,3,12,0,200
3,3,13,0,200
3,3,14,0,200
3,3,15,0,200
3,3,16,0,200
3,3,17,0,200
3,3,18,0,200
3,3,19,0,200
3,3,20,0,200
3,3,21,0,200
3,3,22,0,200
3,3,23,0,200
3,3,24,0,200
3,3,25,0,200
3,3,26,0,200
3,3,27,0,200
3,3,28,0,200
3,3,29,0,200
3,3,30,0,200
3,3,31,0,200
3,3,32,0,200
3,3,33,0,200
3,3,34,0,200
3,3,35,0,200
3,3,36,0,200
3,3,37,0,200
3,3,38,0,200
3,3,39,0,200
3,3,40,0,200
3,3,41,0,200
3,3,42,0,200
3,3,43,0,200
3,3,44,0,200
3,3,45,0,200
3,3,46,0,200
3,3,47,0,200
3,3,48,0,200
3,3,49,0,200
3,3,50,0,200
3,3,51,0,200
3,3,52,0,200
3,3,53,0,200
3,3,54,0,200
3,3,55,0,200
3,3,56,0,200
3,3,57,0,200
3,3,58,0,200
3,3,59,0,200
3,3,60,0,200
3,3,61,0,200
3,3,62,0,200
3,3,63,0,200
3,3,64,0,200
3,3,65,0,200
3,3,66,0,200
3,3,67,0,200
3,3,68,0,200
3,3,69,0,200
3,3,70,0,200
3,3,71,0,200
3,3,72,0,200
3,3,73,0,200
3,3,74,0,200
3,3,75,0,200
3,3,76,0,200
3,3,77,0,200
3,3,78,0,200
3,3,79,0,200
3,3,80,0,200
3,3,81,0,200
3,3,82,0,200
3,3,83,0,200
3,3,84,0,200
3,10,1,0,180
3,10,2,0,180
3,10,3,0,180
3,10,4,0,180
3,10,5,0,180
3,10,6,0,180
3,10,7,0,180
3,10,8,0,180
3,10,9,0,180
3,10,10,0,180
3,10,11,0,180
3,10,12,0,180
3,10,13,0,180
3,10,14,0,180
3,10,15,0,180
3,10,16,0,180
3,10,17,0,180
3,10,18,0,180
3,10,19,0,180
3,10,20,0,180
3,10,21,0,180
3,10,22,0,180
3,10,23,0,180
3,10,24,0,180
3,10,25,0,180
3,10,26,0,180
3,10,27,0,180
3,10,28,0,180
3,10,29,0,180
3,10,30,0,180
3,10,31,0,180
3,10,32,0,180
3,10,33,0,180
3,10,34,0,180
3,10,35,0,180
3,10,36,0,180
3,10,37,0,180
3,10,38,0,180
3,10,39,0,180
3,10,40,0,180
3,10,41,0,180
3,10,42,0,180
3,10,43,0,180
3,10,44,0,180
3,10,45,0,180
3,10,46,0,180
3,10,47,0,180
3,10,48,0,180
3,10,49,0,180
3,10,50,0,180
3,10,51,0,180
3,10,52,0,180
3,10,53,0,180
3,10,54,0,180
3,10,55,0,180
3,10,56,0,180
3,10,57,0,180
3,10,58,0,180
3,10,59,0,180
3,10,60,0,180
3,10,61,0,180
3,10,62,0,180
3,10,63,0,180
3,10,64,0,180
3,10,65,0,180
3,10,66,0,180
3,10,67,0,180
3,10,68,0,180
3,10,69,0,180
3,10,70,0,180
3,10,71,0,180
3,10,72,0,180
3,10,73,0,180
3,10,74,0,180
3,10,75,0,180
3,10,76,0,180
3,10,77,0,180
3,10,78,0,180
3,10,79,0,180
3,10,80,0,180
3,10,81,0,180
3,10,82,0,180
3,10,83,0,180
3,10,84,0,180
3,11,1,0,180
3,11,2,0,180
3,11,3,0,180
3,11,4,0,180
3,11,5,0,180
3,11,6,0,180
3,11,7,0,180
3,11,8,0,180
3,11,9,0,180
3,11,10,0,180
3,11,11,0,180
3,11,12,0,180
3,11,13,0,180
3,11,14,0,180
3,11,15,0,180
3,11,16,0,180
3,11,17,0,180
3,11,18,0,180
3,11,19,0,180
3,11,20,0,180
3,11,21,0,180
3,11,22,0,180
3,11,23,0,180
3,11,24,0,180
3,11,25,0,180
3,11,26,0,180
3,11,27,0,180
3,11,28,0,180
3,11,29,0,180
3,11,30,0,180
3,11,31,0,180
3,11,32,0,180
3,11,33,0,180
3,11,34,0,180
3,11,35,0,180
3,11,36,0,180
3,11,37,0,180
3,11,38,0,180
3,11,39,0,180
3,11,40,0,180
3,11,41,0,180
3,11,42,0,180
3,11,43,0,180
3,11,44,0,180
3,11,45,0,180
3,11,46,0,180
3,11,47,0,180
3,11,48,0,180
3,11,49,0,180
3,11,50,0,180
3,11,51,0,180
3,11,52,0,180
3,11,53,0,180
3,11,54,0,180
3,11,55,0,180
3,11,56,0,180
3,11,57,0,180
3,11,58,0,180
3,11,59,0,180
3,11,60,0,180
3,11,61,0,180
3,11,62,0,180
3,11,63,0,180
3,11,64,0,180
3,11,65,0,180
3,11,66,0,180
3,11,67,0,180
3,11,68,0,180
3,11,69,0,180
3,11,70,0,180
3,11,71,0,180
3,11,72,0,180
3,11,73,0,180
3,11,74,0,180
3,11,75,0,180
3,11,76,0,180
3,11,77,0,180
3,11,78,0,180
3,11,79,0,180
3,11,80,0,180
3,11,81,0,180
3,11,82,0,180
3,11,83,0,180
3,11,84,0,180
3,12,1,0,180
3,12,2,0,180
3,12,3,0,180
3,12,4,0,180
3,12,5,0,180
3,12,6,0,180
3,12,7,0,180
3,12,8,0,180
3,12,9,0,180
3,12,10,0,180
3,12,11,0,180
3,12,12,0,180
3,12,13,0,180
3,12,14,0,180
3,12,15,0,180
3,12,16,0,180
3,12,17,0,180
3,12,18,0,180
3,12,19,0,180
3,12,20,0,180
3,12,21,0,180
3,12,22,0,180
3,12,23,0,180
3,12,24,0,180
3,12,25,0,180
3,12,26,0,180
3,12,27,0,180
3,12,28,0,180
3,12,29,0,180
3,12,30,0,180
3,12,31,0,180
3,12,32,0,180
3,12,33,0,180
3,12,34,0,180
3,12,35,0,180
3,12,36,0,180
3,12,37,0,180
3,12,38,0,180
3,12,39,0,180
3,12,40,0,180
3,12,41,0,180
3,12,42,0,180
3,12,43,0,180
3,12,44,0,180
3,12,45,0,180
3,12,46,0,180
3,12,47,0,180
3,12,48,0,180
3,12,49,0,180
3,12,50,0,180
3,12,51,0,180
3,12,52,0,180
3,12,53,0,180
3,12,54,0,180
3,12,55,0,180
3,12,56,0,180
3,12,57,0,180
3,12,58,0,180
3,12,59,0,180
3,12,60,0,180
3,12,61,0,180
3,12,62,0,180
3,12,63,0,180
3,12,64,0,180
3,12,65,0,180
3,12,66,0,180
3,12,67,0,180
3,12,68,0,180
3,12,69,0,180
3,12,70,0,180
3,12,71,0,180
3,12,72,0,180
3,12,73,0,180
3,12,74,0,180
3,12,75,0,180
3,12,76,0,180
3,12,77,0,180
3,12,78,0,180
3,12,79,0,180
3,12,80,0,180
3,12,81,0,180
3,12,82,0,180
3,12,83,0,180
3,12,84,0,180
3,13,1,0,200
3,13,2,0,200
3,13,3,0,200
3,13,4,0,200
3,13,5,0,200
3,13,6,0,200
3,13,7,0,200
3,13,8,0,200
3,13,9,0,200
3,13,10,0,200
3,13,11,0,200
3,13,12,0,200
3,13,13,0,200
3,13,14,0,200
3,13,15,0,200
3,13,16,0,200
3,13,17,0,200
3,13,18,0,200
3,13,19,0,200
3,13,20,0,200
3,13,21,0,200
3,13,22,0,200
3,13,23,0,200
3,13,24,0,200
3,13,25,0,200
3,13,26,0,200
3,13,27,0,200
3,13,28,0,200
3,13,29,0,200
3,13,30,0,200
3,13,31,0,200
3,13,32,0,200
3,13,33,0,200
3,13,34,0,200
3,13,35,0,200
3,13,36,0,200
3,13,37,0,200
3,13,38,0,200
3,13,39,0,200
3,13,40,0,200
3,13,41,0,200
3,13,42,0,200
3,13,43,0,200
3,13,44,0,200
3,13,45,0,200
3,13,46,0,200
3,13,47,0,200
3,13,48,0,200
3,13,49,0,200
3,13,50,0,200
3,13,51,0,200
3,13,52,0,200
3,13,53,0,200
3,13,54,0,200
3,13,55,0,200
3,13,56,0,200
3,13,57,0,200
3,13,58,0,200
3,13,59,0,200
3,13,60,0,200
3,13,61,0,200
3,13,62,0,200
3,13,63,0,200
3,13,64,0,200
3,13,65,0,200
3,13,66,0,200
3,13,67,0,200
3,13,68,0,200
3,13,69,0,200
3,13,70,0,200
3,13,71,0,200
3,13,72,0,200
3,13,73,0,200
3,13,74,0,200
3,13,75,0,200
3,13,76,0,200
3,13,77,0,200
3,13,78,0,200
3,13,79,0,200
3,13,80,0,200
3,13,81,0,200
3,13,82,0,200
3,13,83,0,200
3,13,84,0,200
3,14,1,0,200
3,14,2,0,200
3,14,3,0,200
3,14,4,0,200
3,14,5,0,200
3,14,6,0,200
3,14,7,0,200
3,14,8,0,200
3,14,9,0,200
3,14,10,0,200
3,14,11,0,200
3,14,12,0,200
3,14,13,0,200
3,14,14,0,200
3,14,15,0,200
3,14,16,0,200
3,14,17,0,200
3,14,18,0,200
3,14,19,0,200
3,14,20,0,200
3,14,21,0,200
3,14,22,0,200
3,14,23,0,200
3,14,24,0,200
3,14,25,0,200
3,14,26,0,200
3,14,27,0,200
3,14,28,0,200
3,14,29,0,200
3,14,30,0,200
3,14,31,0,200
3,14,32,0,200
3,14,33,0,200
3,14,34,0,200
3,14,35,0,200
3,14,36,0,200
3,14,37,0,200
3,14,38,0,200
3,14,39,0,200
3,14,40,0,200
3,14,41,0,200
3,14,42,0,200
3,14,43,0,200
3,14,44,0,200
3,14,45,0,200
3,14,46,0,200
3,14,47,0,200
3,14,48,0,200
3,14,49,0,200
3,14,50,0,200
3,14,51,0,200
3,14,52,0,200
3,14,53,0,200
3,14,54,0,200
3,14,55,0,200
3,14,56,0,200
3,14,57,0,200
3,14,58,0,200
3,14,59,0,200
3,14,60,0,200
3,14,61,0,200
3,14,62,0,200
3,14,63,0,200
3,14,64,0,200
3,14,65,0,200
3,14,66,0,200
3,14,67,0,200
3,14,68,0,200
3,14,69,0,200
3,14,70,0,200
3,14,71,0,200
3,14,72,0,200
3,14,73,0,200
3,14,74,0,200
3,14,75,0,200
3,14,76,0,200
3,14,77,0,200
3,14,78,0,200
3,14,79,0,200
3,14,80,0,200
3,14,81,0,200
3,14,82,0,200
3,14,83,0,200
3,14,84,0,200
3,15,1,0,190
3,15,2,0,190
3,15,3,0,190
3,15,4,0,190
3,15,5,0,190
3,15,6,0,190
3,15,7,0,190
3,15,8,0,190
3,15,9,0,190
3,15,10,0,190
3,15,11,0,190
3,15,12,0,190
3,15,13,0,190
3,15,14,0,190
3,15,15,0,190
3,15,16,0,190
3,15,17,0,190
3,15,18,1,190
3,15,19,0,190
3,15,20,0,190
3,15,21,0,190
3,15,22,0,190
3,15,23,0,190
3,15,24,0,190
3,15,25,0,190
3,15,26,0,190
3,15,27,0,190
3,15,28,0,190
3,15,29,0,190
3,15,30,0,190
3,15,31,0,190
3,15,32,0,190
3,15,33,0,190
3,15,34,0,190
3,15,35,0,190
3,15,36,0,190
3,15,37,0,190
3,15,38,0,190
3,15,39,0,190
3,15,40,0,190
3,15,41,0,190
3,15,42,0,190
3,15,43,0,190
3,15,44,0,190
3,15,45,0,190
3,15,46,0,190
3,15,47,0,190
3,15,48,0,190
3,15,49,0,190
3,15,50,0,190
3,15,51,0,190
3,15,52,0,190
3,15,53,0,190
3,15,54,0,190
3,15,55,0,190
3,15,56,0,190
3,15,57,0,190
3,15,58,0,190
3,15,59,1,190
3,15,60,0,190
3,15,61,0,190
3,15,62,1,190
3,15,63,1,190
3,15,64,0,190
3,15,65,1,190
3,15,66,1,190
3,15,67,0,190
3,15,68,0,190
3,15,69,1,190
3,15,70,0,190
3,15,71,0,190
3,15,72,0,190
3,15,73,0,190
3,15,74,0,190
3,15,75,0,190
3,15,76,0,190
3,15,77,0,190
3,15,78,0,190
3,15,79,0,190
3,15,80,0,190
3,15,81,0,190
3,15,82,0,190
3,15,83,0,190
3,15,84,1,190
3,20,1,0,40
3,20,2,0,40
3,20,3,0,40
3,20,4,0,40
3,20,5,0,40
3,20,6,0,40
3,20,7,0,40
3,20,8,0,40
3,20,9,0,40
3,20,10,0,40
3,20,11,0,40
3,20,12,0,40
3,20,13,0,40
3,20,14,0,40
3,20,15,0,40
3,20,16,0,40
3,20,17,0,40
3,20,18,0,40
3,20,19,0,40
3,20,20,0,40
3,20,21,0,40
3,20,22,0,40
3,20,23,0,40
3,20,24,0,40
3,20,25,0,40
3,20,26,0,40
3,20,27,0,40
3,20,28,0,40
3,20,29,0,40
3,20,30,0,40
3,20,31,0,40
3,20,32,0,40
3,20,33,0,40
3,20,34,0,40
3,20,35,0,40
3,20,36,0,40
3,20,37,0,40
3,20,38,0,40
3,20,39,0,40
3,20,40,0,40
3,20,41,0,40
3,20,42,0,40
3,20,43,0,40
3,20,44,0,40
3,20,45,0,40
3,20,46,0,40
3,20,47,0,40
3,20,48,0,40
3,20,49,0,40
3,20,50,0,40
3,20,51,0,40
3,20,52,0,40
3,20,53,0,40
3,20,54,1,40
3,20,55,0,40
3,20,56,0,40
3,20,57,0,40
3,20,58,0,40
3,20,59,0,40
3,20,60,0,40
3,20,61,0,40
3,20,62,0,40
3,20,63,0,40
3,20,64,0,40
3,20,65,0,40
3,20,66,0,40
3,20,67,0,40
3,20,68,0,40
3,20,69,0,40
3,20,70,0,40
3,20,71,0,40
3,20,72,0,40
3,20,73,0,40
3,20,74,0,40
3,20,75,0,40
3,20,76,0,40
3,20,77,0,40
3,20,78,0,40
3,20,79,0,40
3,20,80,0,40
3,20,81,0,40
3,20,82,0,40
3,20,83,0,40
3,20,84,0,40
3,21,1,0,40
3,21,2,0,40
3,21,3,0,40
3,21,4,0,40
3,21,5,0,40
3,21,6,0,40
3,21,7,0,40
3,21,8,0,40
3,21,9,0,40
3,21,10,0,40
3,21,11,0,40
3,21,12,0,40
3,21,13,0,40
3,21,14,0,40
3,21,15,0,40
3,21,16,0,40
3,21,17,0,40
3,21,18,0,40
3,21,19,0,40
3,21,20,0,40
3,21,21,0,40
3,21,22,0,40
3,21,23,0,40
3,21,24,0,40
3,21,25,0,40
3,21,26,0,40
3,21,27,0,40
3,21,28,0,40
3,21,29,0,40
3,21,30,0,40
3,21,31,0,40
3,21,32,0,40
3,21,33,0,40
3,21,34,0,40
3,21,35,0,40
3,21,36,0,40
3,21,37,0,40
3,21,38,0,40
3,21,39,0,40
3,21,40,0,40
3,21,41,0,40
3,21,42,0,40
3,21,43,0,40
3,21,44,1,40
3,21,45,0,40
3,21,46,0,40
3,21,47,0,40
3,21,48,0,40
3,21,49,0,40
3,21,50,1,40
3,21,51,0,40
3,21,52,0,40
3,21,53,0,40
3,21,54,0,40
3,21,55,0,40
3,21,56,0,40
3,21,57,0,40
3,21,58,0,40
3,21,59,0,40
3,21,60,0,40
3,21,61,0,40
3,21,62,0,40
3,21,63,1,40
3,21,64,0,40
3,21,65,0,40
3,21,66,0,40
3,21,67,0,40
3,21,68,0,40
3,21,69,0,40
3,21,70,0,40
3,21,71,0,40
3,21,72,0,40
3,21,73,0,40
3,21,74,0,40
3,21,75,0,40
3,21,76,0,40
3,21,77,0,40
3,21,78,0,40
3,21,79,0,40
3,21,80,0,40
3,21,81,0,40
3,21,82,0,40
3,21,83,0,40
3,21,84,0,40
4,1,1,0,130
4,1,2,0,130
4,1,3,0,130
4,1,4,0,130
4,1,5,0,130
4,1,6,0,130
4,1,7,0,130
4,1,8,1,130
4,1,9,0,130
4,1,10,0,130
4,1,11,0,130
4,1,12,0,130
4,1,13,0,130
4,1,14,0,130
4,1,15,0,130
4,1,16,0,130
4,1,17,0,130
4,1,18,0,130
4,1,19,0,130
4,1,20,0,130
4,1,21,0,130
4,1,22,0,130
